img	id	shapeIndex	angle	estimate	trueNum
Cylinder1_NXNFREP9W_view4	NXNFREP9W	Cylinder1	45	4.604833547264784	4.007333185232471
Cylinder1_QMJHF53VU_view1	QMJHF53VU	Cylinder1	90	4.674179220046419	4.6913478822291435
Cylinder1_HLV2EVB9W_view2	HLV2EVB9W	Cylinder1	0	5.00735202511561	5.1298987149230735
Cylinder1_PEJE7QLTN_view1	PEJE7QLTN	Cylinder1	90	4.950263866493451	5.099866427824199
Cylinder1_K89SIQELK_view3	K89SIQELK	Cylinder1	66	4.822634828467953	4.48863636973214
Cylinder1_TTKNVEA33_view1	TTKNVEA33	Cylinder1	90	4.4987278156406205	4.454347296253507
Cylinder1_EB0VPGBXZ_view3	EB0VPGBXZ	Cylinder1	66	4.72054666592976	4.48863636973214
Cylinder1_U90APHRHO_view4	U90APHRHO	Cylinder1	45	4.704468107801842	4.174387269895637
Cylinder1_SR84WXHWC_view3	SR84WXHWC	Cylinder1	66	4.46196594035556	4.23410650459726
Cylinder1_D3L4E2E4Q_view4	D3L4E2E4Q	Cylinder1	45	4.613448457967152	4.276666119016055
Cylinder1_LK0E3W5JR_view1	LK0E3W5JR	Cylinder1	90	4.707744353606824	4.795790545596741
Cylinder1_C0UHLAHOF_view3	C0UHLAHOF	Cylinder1	66	4.583811153567861	4.127134385045092
Cylinder1_D8WSGKTZO_view1	D8WSGKTZO	Cylinder1	90	4.461999560653474	4.634728988229636
Cylinder1_UJ0RRXEP7_view2	UJ0RRXEP7	Cylinder1	0	4.7307386130505815	4.553876891600541
Cylinder1_EL5SYEY93_view4	EL5SYEY93	Cylinder1	45	4.582727074519182	4.0943445622221
Cylinder1_8XN10O4FH_view3	8XN10O4FH	Cylinder1	66	4.728667038847021	4.605170185988092
Cylinder1_FCGNRKDVJ_view1	FCGNRKDVJ	Cylinder1	90	5.00961855728913	5.075173815233827
Cylinder1_8U5VN8REH_view3	8U5VN8REH	Cylinder1	66	4.538196143556203	4.584967478670572
Cylinder1_BGNYPBER7_view1	BGNYPBER7	Cylinder1	90	4.558686451741277	4.663439094112067
Cylinder1_4EDNL9RPQ_view3	4EDNL9RPQ	Cylinder1	66	4.391661761967317	4.189654742026425
Cylinder1_NKK972GJI_view4	NKK972GJI	Cylinder1	45	4.596090644486505	4.23410650459726
Cylinder1_LVNAG3TMF_view1	LVNAG3TMF	Cylinder1	90	4.920015311964537	4.74493212836325
Cylinder1_RY0DRULIJ_view1	RY0DRULIJ	Cylinder1	90	4.762639434431666	4.762173934797756
Cylinder1_452439H4N_view1	452439H4N	Cylinder1	90	5.114695948756641	5.056245805348308
Cylinder1_JQJKXEEFY_view1	JQJKXEEFY	Cylinder1	90	5.00961855728913	5.117993812416755
Cylinder1_CRWNXO9IT_view1	CRWNXO9IT	Cylinder1	90	4.940224185364599	5.0238805208462765
Cylinder1_3FNPMIFX8_view1	3FNPMIFX8	Cylinder1	90	4.970215581373928	5.003946305945459
Cylinder1_NXNFREP9W_view5	NXNFREP9W	Cylinder1	22	4.59275453008546	4.007333185232471
Cylinder1_UZYLDANPL_view4	UZYLDANPL	Cylinder1	45	4.682025224543125	4.418840607796598
Cylinder1_QMJHF53VU_view2	QMJHF53VU	Cylinder1	0	4.942482141018197	4.6913478822291435
Cylinder1_UADGYPHPL_view4	UADGYPHPL	Cylinder1	45	4.564420020175858	4.31748811353631
Cylinder1_6FYQO2GN2_view4	6FYQO2GN2	Cylinder1	45	4.515952749292472	4.276666119016055
Cylinder1_PEJE7QLTN_view2	PEJE7QLTN	Cylinder1	0	4.901097471758725	5.099866427824199
Cylinder1_TTKNVEA33_view2	TTKNVEA33	Cylinder1	0	4.491889681249243	4.454347296253507
Cylinder1_8EEVAWY5U_view2	8EEVAWY5U	Cylinder1	0	4.566268215491204	4.5217885770490405
Cylinder1_2EFNNYRYX_view3	2EFNNYRYX	Cylinder1	66	4.8746999373588675	4.836281906951478
Cylinder1_YCIU3TL0D_view3	YCIU3TL0D	Cylinder1	66	4.952844878827872	4.948759890378168
Cylinder1_K89SIQELK_view4	K89SIQELK	Cylinder1	45	4.689599406876672	4.48863636973214
Cylinder1_2TEBA732Z_view3	2TEBA732Z	Cylinder1	66	4.760689043808183	4.969813299576001
Cylinder1_D3L4E2E4Q_view5	D3L4E2E4Q	Cylinder1	22	4.585821089525428	4.276666119016055
Cylinder1_U90APHRHO_view5	U90APHRHO	Cylinder1	22	4.559498500315204	4.174387269895637
Cylinder1_T8ZHO458W_view3	T8ZHO458W	Cylinder1	66	4.8074008263728665	4.584967478670572
Cylinder1_LK0E3W5JR_view2	LK0E3W5JR	Cylinder1	0	5.308290544021287	4.795790545596741
Cylinder1_EB0VPGBXZ_view4	EB0VPGBXZ	Cylinder1	45	4.6704818985418015	4.48863636973214
Cylinder1_SR84WXHWC_view4	SR84WXHWC	Cylinder1	45	4.726107862745227	4.23410650459726
Cylinder1_EL5SYEY93_view5	EL5SYEY93	Cylinder1	22	4.5962779429541225	4.0943445622221
Cylinder1_C0UHLAHOF_view4	C0UHLAHOF	Cylinder1	45	4.587215556728523	4.127134385045092
Cylinder1_HLV2EVB9W_view3	HLV2EVB9W	Cylinder1	66	4.830190810509009	5.1298987149230735
Cylinder1_8XN10O4FH_view4	8XN10O4FH	Cylinder1	45	4.600478352047764	4.605170185988092
Cylinder1_D8WSGKTZO_view2	D8WSGKTZO	Cylinder1	0	4.803476342571052	4.634728988229636
Cylinder1_FCGNRKDVJ_view2	FCGNRKDVJ	Cylinder1	0	5.075900653377863	5.075173815233827
Cylinder1_NKK972GJI_view5	NKK972GJI	Cylinder1	22	4.544093264890847	4.23410650459726
Cylinder1_8U5VN8REH_view4	8U5VN8REH	Cylinder1	45	4.5782038749808684	4.584967478670572
Cylinder1_BGNYPBER7_view2	BGNYPBER7	Cylinder1	0	4.784872141193009	4.663439094112067
Cylinder1_QMJHF53VU_view3	QMJHF53VU	Cylinder1	66	4.7685823318057565	4.6913478822291435
Cylinder1_4EDNL9RPQ_view4	4EDNL9RPQ	Cylinder1	45	4.582727074519182	4.189654742026425
Cylinder1_452439H4N_view2	452439H4N	Cylinder1	0	4.9216119135987375	5.056245805348308
Cylinder1_UADGYPHPL_view5	UADGYPHPL	Cylinder1	22	4.614492609825414	4.31748811353631
Cylinder1_PEJE7QLTN_view3	PEJE7QLTN	Cylinder1	66	5.052937889008666	5.099866427824199
Cylinder1_UJ0RRXEP7_view3	UJ0RRXEP7	Cylinder1	66	4.627987665496038	4.553876891600541
Cylinder1_UZYLDANPL_view5	UZYLDANPL	Cylinder1	22	4.538137246458689	4.418840607796598
Cylinder1_TTKNVEA33_view3	TTKNVEA33	Cylinder1	66	4.728667038847021	4.454347296253507
Cylinder1_LVNAG3TMF_view2	LVNAG3TMF	Cylinder1	0	4.535950709233449	4.74493212836325
Cylinder1_RY0DRULIJ_view2	RY0DRULIJ	Cylinder1	0	4.551011998123442	4.762173934797756
Cylinder1_JQJKXEEFY_view2	JQJKXEEFY	Cylinder1	0	5.029773181976739	5.117993812416755
Cylinder1_6FYQO2GN2_view5	6FYQO2GN2	Cylinder1	22	4.629831701418424	4.276666119016055
Cylinder1_K89SIQELK_view5	K89SIQELK	Cylinder1	22	4.56911624083726	4.48863636973214
Cylinder1_EB0VPGBXZ_view5	EB0VPGBXZ	Cylinder1	22	4.550164989339063	4.48863636973214
Cylinder1_SR84WXHWC_view5	SR84WXHWC	Cylinder1	22	4.53520140758714	4.23410650459726
Cylinder1_T8ZHO458W_view4	T8ZHO458W	Cylinder1	45	4.650734362295578	4.584967478670572
Cylinder1_C0UHLAHOF_view5	C0UHLAHOF	Cylinder1	22	4.607084020722287	4.127134385045092
Cylinder1_QMJHF53VU_view4	QMJHF53VU	Cylinder1	45	4.6091567476169	4.6913478822291435
Cylinder1_8XN10O4FH_view5	8XN10O4FH	Cylinder1	22	4.618260792656778	4.605170185988092
Cylinder1_PEJE7QLTN_view4	PEJE7QLTN	Cylinder1	45	4.7435707204135635	5.099866427824199
Cylinder1_HLV2EVB9W_view4	HLV2EVB9W	Cylinder1	45	4.600478352047764	5.1298987149230735
Cylinder1_FCGNRKDVJ_view3	FCGNRKDVJ	Cylinder1	66	4.924922784323229	5.075173815233827
Cylinder1_TTKNVEA33_view4	TTKNVEA33	Cylinder1	45	4.617709170975351	4.454347296253507
Cylinder1_8U5VN8REH_view5	8U5VN8REH	Cylinder1	22	4.637777177897942	4.584967478670572
Cylinder1_4EDNL9RPQ_view5	4EDNL9RPQ	Cylinder1	22	4.689866996218148	4.189654742026425
Cylinder1_8EEVAWY5U_view3	8EEVAWY5U	Cylinder1	66	4.619262966059274	4.5217885770490405
Cylinder1_452439H4N_view3	452439H4N	Cylinder1	66	4.896441709563222	5.056245805348308
Cylinder1_LVNAG3TMF_view3	LVNAG3TMF	Cylinder1	66	4.852619983325283	4.74493212836325
Cylinder1_JQJKXEEFY_view3	JQJKXEEFY	Cylinder1	66	4.90361564747014	5.117993812416755
Cylinder1_UJ0RRXEP7_view4	UJ0RRXEP7	Cylinder1	45	4.573645370699655	4.553876891600541
Cylinder1_RY0DRULIJ_view3	RY0DRULIJ	Cylinder1	66	4.610483681879561	4.762173934797756
Cylinder1_QMJHF53VU_view5	QMJHF53VU	Cylinder1	22	4.650063227831127	4.6913478822291435
Cylinder1_PEJE7QLTN_view5	PEJE7QLTN	Cylinder1	22	4.64182240773053	5.099866427824199
Cylinder1_QGQYJRLG1_view1	QGQYJRLG1	Cylinder1	90	4.522896241868295	4.624972813284271
Cylinder1_TTKNVEA33_view5	TTKNVEA33	Cylinder1	22	4.61076730826101	4.454347296253507
Cylinder1_7N7R13DM2_view1	7N7R13DM2	Cylinder1	90	4.707744353606824	4.663439094112067
Cylinder1_T8ZHO458W_view5	T8ZHO458W	Cylinder1	22	4.5962779429541225	4.584967478670572
Cylinder1_RM8HCG6R1_view1	RM8HCG6R1	Cylinder1	90	4.920015311964537	4.919980925828125
Cylinder1_6WM4EPV3F_view1	6WM4EPV3F	Cylinder1	90	4.54681718414238	4.795790545596741
Cylinder1_FCGNRKDVJ_view4	FCGNRKDVJ	Cylinder1	45	4.5782038749808684	5.075173815233827
Cylinder1_OFE8QW8S6_view1	OFE8QW8S6	Cylinder1	90	4.826861108457592	4.875197323201151
Cylinder1_GSF2TC8LC_view1	GSF2TC8LC	Cylinder1	90	4.899631214011929	5.0238805208462765
Cylinder1_YWPTW51U8_view1	YWPTW51U8	Cylinder1	90	4.847883654234359	4.882801922586371
Cylinder1_BZ7JXQZHW_view1	BZ7JXQZHW	Cylinder1	90	5.0290754443376535	5.1298987149230735
Cylinder1_7S9PE5WWL_view1	7S9PE5WWL	Cylinder1	90	4.794969998412078	4.969813299576001
Cylinder1_CSGRZYNCC_view1	CSGRZYNCC	Cylinder1	90	4.816278815550458	4.836281906951478
Cylinder1_WJ0IOHY5U_view1	WJ0IOHY5U	Cylinder1	90	5.057962661892695	4.990432586778736
Cylinder1_452439H4N_view4	452439H4N	Cylinder1	45	4.642648652718819	5.056245805348308
Cylinder1_WY7DIU7C5_view1	WY7DIU7C5	Cylinder1	90	4.640125977730811	4.804021044733257
Cylinder1_LMDAN1QZN_view1	LMDAN1QZN	Cylinder1	90	4.740835424899085	4.948759890378168
Cylinder1_HLV2EVB9W_view5	HLV2EVB9W	Cylinder1	22	4.805586030449136	5.1298987149230735
Cylinder1_YY8EG6HC6_view1	YY8EG6HC6	Cylinder1	90	4.868719665277592	4.859812404361672
Cylinder1_QGQYJRLG1_view2	QGQYJRLG1	Cylinder1	0	4.629343971293969	4.624972813284271
Cylinder1_JQJKXEEFY_view4	JQJKXEEFY	Cylinder1	45	4.600478352047764	5.117993812416755
Cylinder1_LVNAG3TMF_view4	LVNAG3TMF	Cylinder1	45	4.666584214961626	4.74493212836325
Cylinder1_RY0DRULIJ_view4	RY0DRULIJ	Cylinder1	45	4.473997552729145	4.762173934797756
Cylinder1_7N7R13DM2_view2	7N7R13DM2	Cylinder1	0	4.822374615735167	4.663439094112067
Cylinder1_UJ0RRXEP7_view5	UJ0RRXEP7	Cylinder1	22	4.658512112221907	4.553876891600541
Cylinder1_OFE8QW8S6_view2	OFE8QW8S6	Cylinder1	0	4.748511441984964	4.875197323201151
Cylinder1_6WM4EPV3F_view2	6WM4EPV3F	Cylinder1	0	4.521079591261278	4.795790545596741
Cylinder1_8EEVAWY5U_view4	8EEVAWY5U	Cylinder1	45	4.604833547264784	4.5217885770490405
Cylinder1_GSF2TC8LC_view2	GSF2TC8LC	Cylinder1	0	4.766553289020211	5.0238805208462765
Cylinder1_BZ7JXQZHW_view2	BZ7JXQZHW	Cylinder1	0	4.942482141018197	5.1298987149230735
Cylinder1_RM8HCG6R1_view2	RM8HCG6R1	Cylinder1	0	4.9216119135987375	4.919980925828125
Cylinder1_7S9PE5WWL_view2	7S9PE5WWL	Cylinder1	0	4.841576084896343	4.969813299576001
Cylinder1_YWPTW51U8_view2	YWPTW51U8	Cylinder1	0	4.645652779390293	4.882801922586371
Cylinder1_CSGRZYNCC_view2	CSGRZYNCC	Cylinder1	0	4.211311083018868	4.836281906951478
Cylinder1_FCGNRKDVJ_view5	FCGNRKDVJ	Cylinder1	22	4.734906228713365	5.075173815233827
Cylinder1_LMDAN1QZN_view2	LMDAN1QZN	Cylinder1	0	4.880927267578478	4.948759890378168
Cylinder1_452439H4N_view5	452439H4N	Cylinder1	22	4.650063227831127	5.056245805348308
Cylinder1_QGQYJRLG1_view3	QGQYJRLG1	Cylinder1	66	4.565743151020184	4.624972813284271
Cylinder1_WY7DIU7C5_view2	WY7DIU7C5	Cylinder1	0	5.0996393066390535	4.804021044733257
Cylinder1_WJ0IOHY5U_view2	WJ0IOHY5U	Cylinder1	0	4.942482141018197	4.990432586778736
Cylinder1_YY8EG6HC6_view2	YY8EG6HC6	Cylinder1	0	4.713227152227666	4.859812404361672
Cylinder1_JQJKXEEFY_view5	JQJKXEEFY	Cylinder1	22	4.694591349829637	5.117993812416755
Cylinder1_LVNAG3TMF_view5	LVNAG3TMF	Cylinder1	22	4.572388020511139	4.74493212836325
Cylinder1_OFE8QW8S6_view3	OFE8QW8S6	Cylinder1	66	4.860018213973213	4.875197323201151
Cylinder1_7N7R13DM2_view3	7N7R13DM2	Cylinder1	66	4.653841148138328	4.663439094112067
Cylinder1_RY0DRULIJ_view5	RY0DRULIJ	Cylinder1	22	4.709166368309827	4.762173934797756
Cylinder1_6WM4EPV3F_view3	6WM4EPV3F	Cylinder1	66	4.760689043808183	4.795790545596741
Cylinder1_GSF2TC8LC_view3	GSF2TC8LC	Cylinder1	66	5.020346895871452	5.0238805208462765
Cylinder1_BZ7JXQZHW_view3	BZ7JXQZHW	Cylinder1	66	5.026924805236401	5.1298987149230735
Cylinder1_RM8HCG6R1_view3	RM8HCG6R1	Cylinder1	66	4.867378062440521	4.919980925828125
Cylinder1_QGQYJRLG1_view4	QGQYJRLG1	Cylinder1	45	4.67820205766022	4.624972813284271
Cylinder1_7S9PE5WWL_view3	7S9PE5WWL	Cylinder1	66	4.7685823318057565	4.969813299576001
Cylinder1_YWPTW51U8_view3	YWPTW51U8	Cylinder1	66	4.8377067072865785	4.882801922586371
Cylinder1_CSGRZYNCC_view3	CSGRZYNCC	Cylinder1	66	4.50060145219965	4.836281906951478
Cylinder1_LMDAN1QZN_view3	LMDAN1QZN	Cylinder1	66	4.90361564747014	4.948759890378168
Cylinder1_WJ0IOHY5U_view3	WJ0IOHY5U	Cylinder1	66	4.889231368411604	4.990432586778736
Cylinder1_WY7DIU7C5_view3	WY7DIU7C5	Cylinder1	66	4.69590099835945	4.804021044733257
Cylinder1_YY8EG6HC6_view3	YY8EG6HC6	Cylinder1	66	4.687589004589064	4.859812404361672
Cylinder1_OFE8QW8S6_view4	OFE8QW8S6	Cylinder1	45	4.682025224543125	4.875197323201151
Cylinder1_8EEVAWY5U_view5	8EEVAWY5U	Cylinder1	22	4.56911624083726	4.5217885770490405
Cylinder1_QGQYJRLG1_view5	QGQYJRLG1	Cylinder1	22	4.61076730826101	4.624972813284271
Cylinder1_7N7R13DM2_view4	7N7R13DM2	Cylinder1	45	4.646705233025392	4.663439094112067
Cylinder1_6WM4EPV3F_view4	6WM4EPV3F	Cylinder1	45	4.621939367494187	4.795790545596741
Cylinder1_GSF2TC8LC_view4	GSF2TC8LC	Cylinder1	45	4.726107862745227	5.0238805208462765
Cylinder1_BZ7JXQZHW_view4	BZ7JXQZHW	Cylinder1	45	4.729640695728747	5.1298987149230735
Cylinder1_7S9PE5WWL_view4	7S9PE5WWL	Cylinder1	45	4.587215556728523	4.969813299576001
Cylinder1_RM8HCG6R1_view4	RM8HCG6R1	Cylinder1	45	4.540694562835197	4.919980925828125
Cylinder1_YWPTW51U8_view4	YWPTW51U8	Cylinder1	45	4.646705233025392	4.882801922586371
Cylinder1_CSGRZYNCC_view4	CSGRZYNCC	Cylinder1	45	4.5782038749808684	4.836281906951478
Cylinder1_LMDAN1QZN_view4	LMDAN1QZN	Cylinder1	45	4.650734362295578	4.948759890378168
Cylinder1_OFE8QW8S6_view5	OFE8QW8S6	Cylinder1	22	4.689866996218148	4.875197323201151
Cylinder1_WJ0IOHY5U_view4	WJ0IOHY5U	Cylinder1	45	4.564420020175858	4.990432586778736
Cylinder1_WY7DIU7C5_view4	WY7DIU7C5	Cylinder1	45	4.59166989405451	4.804021044733257
Cylinder1_7N7R13DM2_view5	7N7R13DM2	Cylinder1	22	4.622072750254589	4.663439094112067
Cylinder1_6WM4EPV3F_view5	6WM4EPV3F	Cylinder1	22	4.625929403431027	4.795790545596741
Cylinder1_YY8EG6HC6_view4	YY8EG6HC6	Cylinder1	45	4.555046003312926	4.859812404361672
Cylinder1_GSF2TC8LC_view5	GSF2TC8LC	Cylinder1	22	4.618260792656778	5.0238805208462765
Cylinder1_BZ7JXQZHW_view5	BZ7JXQZHW	Cylinder1	22	4.662817564842966	5.1298987149230735
Cylinder1_7S9PE5WWL_view5	7S9PE5WWL	Cylinder1	22	4.671596819707421	4.969813299576001
Cylinder1_YWPTW51U8_view5	YWPTW51U8	Cylinder1	22	4.719235544248141	4.882801922586371
Cylinder1_RM8HCG6R1_view5	RM8HCG6R1	Cylinder1	22	4.694591349829637	4.919980925828125
Cylinder1_CSGRZYNCC_view5	CSGRZYNCC	Cylinder1	22	4.579034067651574	4.836281906951478
Cylinder1_LMDAN1QZN_view5	LMDAN1QZN	Cylinder1	22	4.676073284414774	4.948759890378168
Cylinder1_WJ0IOHY5U_view5	WJ0IOHY5U	Cylinder1	22	4.751308179227887	4.990432586778736
Cylinder1_WY7DIU7C5_view5	WY7DIU7C5	Cylinder1	22	4.671596819707421	4.804021044733257
Cylinder1_YY8EG6HC6_view5	YY8EG6HC6	Cylinder1	22	4.768505429489694	4.859812404361672
Cylinder2_D9HLB6WZF_view1	D9HLB6WZF	Cylinder2	90	2.3185386856834747	2.1972245773362196
Cylinder2_0EI8SX1SX_view1	0EI8SX1SX	Cylinder2	90	2.425307576302636	2.3978952727983707
Cylinder2_RI42H9UN5_view1	RI42H9UN5	Cylinder2	90	2.8873172636719353	2.70805020110221
Cylinder2_PR9PARXN2_view1	PR9PARXN2	Cylinder2	90	1.9910477483975981	2.3978952727983707
Cylinder2_YA8305Q0Z_view1	YA8305Q0Z	Cylinder2	90	2.5564191482947365	2.4849066497880004
Cylinder2_Q3Z1PATR9_view1	Q3Z1PATR9	Cylinder2	90	2.7861307733797176	2.70805020110221
Cylinder2_P6EBT3X47_view1	P6EBT3X47	Cylinder2	90	3.0030293245855937	2.833213344056216
Cylinder2_GFCNY32NO_view1	GFCNY32NO	Cylinder2	90	2.425307576302636	2.302585092994046
Cylinder2_5LX9N9FNW_view1	5LX9N9FNW	Cylinder2	90	2.6762233814096064	2.6390573296152584
Cylinder2_AD1LC43MK_view1	AD1LC43MK	Cylinder2	90	3.292369068311803	2.995732273553991
Cylinder2_9CJFVAK64_view1	9CJFVAK64	Cylinder2	90	3.309093400216863	3.2188758248682006
Cylinder2_MVNDJLPMW_view1	MVNDJLPMW	Cylinder2	90	3.4334084776172276	3.4339872044851463
Cylinder2_VW6MGNZ66_view1	VW6MGNZ66	Cylinder2	90	3.58057761728827	3.912023005428146
Cylinder2_D9HLB6WZF_view2	D9HLB6WZF	Cylinder2	0	2.493338039466334	2.1972245773362196
Cylinder2_N5L8NRZNU_view1	N5L8NRZNU	Cylinder2	90	3.5927760998540634	3.367295829986474
Cylinder2_RK54T2UFL_view1	RK54T2UFL	Cylinder2	90	3.4620649173327998	3.8918202981106265
Cylinder2_IDRB8S07G_view1	IDRB8S07G	Cylinder2	90	3.5299118298537024	3.713572066704308
Cylinder2_15K9QEDKJ_view1	15K9QEDKJ	Cylinder2	90	3.5927760998540634	3.7376696182833684
Cylinder2_W48O3452B_view1	W48O3452B	Cylinder2	90	3.705433148946913	3.8501476017100584
Cylinder2_0EI8SX1SX_view2	0EI8SX1SX	Cylinder2	0	3.0192742349324604	2.3978952727983707
Cylinder2_PR9PARXN2_view2	PR9PARXN2	Cylinder2	0	3.0192742349324604	2.3978952727983707
Cylinder2_RI42H9UN5_view2	RI42H9UN5	Cylinder2	0	3.177427034346774	2.70805020110221
Cylinder2_YA8305Q0Z_view2	YA8305Q0Z	Cylinder2	0	2.546523382057593	2.4849066497880004
Cylinder2_Q3Z1PATR9_view2	Q3Z1PATR9	Cylinder2	0	3.2002820874751663	2.70805020110221
Cylinder2_5LX9N9FNW_view2	5LX9N9FNW	Cylinder2	0	2.9240755563347065	2.6390573296152584
Cylinder2_P6EBT3X47_view2	P6EBT3X47	Cylinder2	0	2.9571842919165974	2.833213344056216
Cylinder2_GFCNY32NO_view2	GFCNY32NO	Cylinder2	0	2.645065193932073	2.302585092994046
Cylinder2_AD1LC43MK_view2	AD1LC43MK	Cylinder2	0	3.469816226084788	2.995732273553991
Cylinder2_D9HLB6WZF_view3	D9HLB6WZF	Cylinder2	66	2.237503958652411	2.1972245773362196
Cylinder2_VW6MGNZ66_view2	VW6MGNZ66	Cylinder2	0	3.153654306025164	3.912023005428146
Cylinder2_0EI8SX1SX_view3	0EI8SX1SX	Cylinder2	66	2.412869569231823	2.3978952727983707
Cylinder2_MVNDJLPMW_view2	MVNDJLPMW	Cylinder2	0	3.493781411150998	3.4339872044851463
